Codebook vartype=0 if continuous; 1 if categorical and 2 if ordinal,,,,,,,yellow=vars that have no relationship with re-education (weights etc.)
,storage,display,value,,,,red=vars to do with current studying 
agh3g,byte,%30.0g,AGH3F,SCQ:A3g Physical Functioning: Walking more than one kilometre,2,,
agh3h,byte,%30.0g,AGH3F,SCQ:A3h Physical Functioning: Walking half a kilometre,2,,
agh3i,byte,%30.0g,AGH3F,SCQ:A3i Physical Functioning: Walking 100 metres,2,,
agh3j,byte,%30.0g,AGH3F,SCQ:A3j Physical Functioning: Bathing or dressing yourself,2,,
agh4a,byte,%30.0g,AYESNO,SCQ:A4a Role-physical: Cut down the amount of time spent on work or other activi,2,,
agh4b,byte,%30.0g,AYESNO,SCQ:A4b Role-physical: Accomplished less than would like,2,,
agh4c,byte,%30.0g,AYESNO,SCQ:A4c Role-physical: Were limited in the kind of work,2,,
agh4d,byte,%30.0g,AYESNO,SCQ:A4d Role-physical: Had difficulty performing work or other activities,2,,
agh5a,byte,%30.0g,AYESNO,SCQ:A5a Role-emotional: Cut down the amount of time spent on work/other activiti,2,,
agh5b,byte,%30.0g,AYESNO,SCQ:A5b Role-emotional: Accomplished less than would like,2,,
agh5c,byte,%30.0g,AYESNO,SCQ:A5c Role-emotional: Didnt do work/other activities as carefully as usual,2,,
agh6,byte,%30.0g,AGH6F,SCQ:A6 Social functioning: Has physical/emotional health interfered with normal,2,,
agh7,byte,%30.0g,AGH7F,SCQ:A7 Bodily pain in last 4 weeks,2,,
agh8,byte,%30.0g,AGH6F,SCQ:A8 How much did pain interfere with normal work,2,,
agh9a,byte,%30.0g,AGH9F,SCQ:A9a Vitality: Feel full of life,2,,
agh9b,byte,%30.0g,AGH9F,SCQ:A9b Mental Health: Been a nervous person,2,,
agh9c,byte,%30.0g,AGH9F,SCQ:A9c Mental Health: Felt so down in the dumps nothing could cheer you up,2,,
agh9d,byte,%30.0g,AGH9F,SCQ:A9d Mental Health: Felt calm and peaceful,2,,
agh9e,byte,%30.0g,AGH9F,SCQ:A9e Vitality: Have a lot of energy,2,,
agh9f,byte,%30.0g,AGH9F,SCQ:A9f Mental Health: Felt down,2,,
agh9g,byte,%30.0g,AGH9F,SCQ:A9g Vitality: Felt worn out,2,,
agh9h,byte,%30.0g,AGH9F,SCQ:A9h Mental Health: Been a happy person,2,,
agh9i,byte,%30.0g,AGH9F,SCQ:A9i Vitality: Felt tired,2,,
agh10,byte,%30.0g,AGH1A,SCQ:A10 Social functioning: Physical/emotional problems interfered with social a,2,,
agh11a,byte,%30.0g,AGH11F,SCQ:A11a Health: Get sick a little easier than other people,2,,
agh11b,byte,%30.0g,AGH11F,SCQ:A11b Health: As healthy as anybody I know,2,,
agh11c,byte,%30.0g,AGH11F,SCQ:A11c Health: Expect my health to get worse,2,,
agh11d,byte,%30.0g,AGH11F,SCQ:A11d Health: My health is excellent,2,,
alspact,byte,%30.0g,ALSPACT,SCQ:B1 How often participate in physical activity,2,,
alssmoke,byte,%30.0g,ALSSMOKE,SCQ:B2 Do you smoke tobacco,2,,
alstbca,int,%30.0g,ANUM,SCQ:B3 Amount spend on tobacco in average week,0,,
alsdrink,byte,%32.0g,ALSDRINK,SCQ:B4 How often drink alcohol,2,,
alsstddr,byte,%30.0g,ALSSTDDR,SCQ:B5 Standard drinks usually have per day,2,,
alsrush,byte,%30.0g,ALSFREQ,SCQ:B6 How often feel rushed or pressed for time,2,,
alsstime,byte,%30.0g,ALSFREQ,SCQ:B7 Spare time that dont know what to do with,2,,
alslarea,byte,%50.0g,ALSLAREA,SCQ:B8 Preference to continue living in area,2,,
alslanh,byte,%30.0g,ALSLANH,SCQ:B9a Neighbourhood: Neighbours helping each other out,2,,
alsland,byte,%30.0g,ALSLANH,SCQ:B9b Neighbourhood: Neighbours doing things together,2,,
alslatn,byte,%30.0g,ALSLANH,SCQ:B9c Neighbourhood: Traffic noise,2,,
alslaat,byte,%30.0g,ALSLANH,"SCQ:B9d Neighbourhood: Noise from airplanes, trains or industry",2,,
alslahg,byte,%30.0g,ALSLANH,SCQ:B9e Neighbourhood: Homes and gardens in bad condition,2,,
alslarl,byte,%30.0g,ALSLANH,SCQ:B9f Neighbourhood: Rubbish and litter lying around,2,,
alslats,byte,%30.0g,ALSLANH,SCQ:B9g Neighbourhood: Teenagers hanging around on the streets,2,,
alslaha,byte,%30.0g,ALSLANH,SCQ:B9h Neighbourhood: People being hostile and aggressive,2,,
alslavd,byte,%30.0g,ALSLANH,SCQ:B9i Neighbourhood: Vandalism and deliberate damage to property,2,,
alslabt,byte,%30.0g,ALSLANH,SCQ:B9j Neighbourhood: Burglary and theft,2,,
alshals,byte,%30.0g,ALSHA,SCQ:B10a Living space,2,,
alshanb,byte,%30.0g,ALSHA,SCQ:B10b Number of bedrooms,2,,
alshacf,byte,%30.0g,ALSHA,SCQ:B10c Comfort,2,,
alshadt,byte,%30.0g,ALSHA,SCQ:B10d Distance from public transport,2,,
alshaas,byte,%30.0g,ALSHA,SCQ:B10e Access to services normally used,2,,
alshahn,byte,%30.0g,ALSHA,SCQ:B10f Housing needs in general,2,,
alsrelsp,byte,%30.0g,ALSREL,SCQ:B11a Satisfaction with: Partner,2,,
alsrelsc,byte,%30.0g,ALSREL,SCQ:B11b Satisfaction with: Children,2,,
alsrelpc,byte,%30.0g,ALSREL,SCQ:B11c Satisfaction with: Partners relationship with children,2,,
alsrelst,byte,%30.0g,ALSREL,SCQ:B11d Satisfaction with: Relationship with step children,2,,
alsrelch,byte,%30.0g,ALSREL,SCQ:B11e Satisfaction with: Children in household get along with each other,2,,
alsrelrp,byte,%30.0g,ALSREL,SCQ:B11f Satisfaction with: Relationship with parents,2,,
alsrelrs,byte,%30.0g,ALSREL,SCQ:B11g Satisfaction with: Relationship with step parents,2,,
alsrelfs,byte,%30.0g,ALSREL,SCQ:B11h Satisfaction with: Relationship with most recent former spouse/partner,2,,
alsshare,byte,%38.0g,ALSSHARE,SCQ:B12 Share of work around the house,2,,
alsclub,byte,%30.0g,AYESNO,SCQ:B13 Currently an active member of a sporting/hobby/community based club or a,1,,
alssocal,byte,%39.0g,ALSSOCAL,SCQ:B14 How often get together socially with friends/relatives not living with y,2,,
alssuppv,byte,%30.0g,AAGREE,SCQ:B15a People dont come to visit me as often as I would like,2,,
alssupnh,byte,%30.0g,AAGREE,SCQ:B15b I often need help from other people but cant get it,2,,
alssuplf,byte,%30.0g,AAGREE,SCQ:B15c I seem to have a lot of friends,2,,
alssupac,byte,%30.0g,AAGREE,SCQ:B15d I dont have anyone that I can confide in,2,,
alssuplt,byte,%30.0g,AAGREE,SCQ:B15e I have no one to lean on in times of trouble,2,,
alssupcd,byte,%30.0g,AAGREE,SCQ:B15f There is someone who can always cheer me up when Im down,2,,
alssupvl,byte,%30.0g,AAGREE,SCQ:B15g I often feel very lonely,2,,
alssuppi,byte,%30.0g,AAGREE,SCQ:B15h I enjoy the time I spend with the people who are important to me,2,,
alssuptp,byte,%30.0g,AAGREE,"SCQ:B15i When somethings on my mind, just talking with the people I know can mak",2,,
alssupsh,byte,%30.0g,AAGREE,"SCQ:B15j When I need someone to help me out, I can usually find someone",2,,
alshrerr,double,%12.0g,ANUM,SCQ:B16a Hours per week - Household errands,0,,
alshrhw,double,%12.0g,ANUM,SCQ:B16b Hours per week - Housework,0,,
alshrod,float,%9.0g,ANUM,SCQ:B16c Hours per week - Outdoor tasks,0,,
alshrchd,float,%9.0g,ANUM,SCQ:B16d Hours per week - Playing with your children,0,,
alshrvol,double,%12.0g,ANUM,SCQ:B16e Hours per week - Volunteer/Charity work,0,,
alshrcar,float,%9.0g,ANUM,SCQ:B16f Hours per week - Caring for disabled spouse/relative,0,,
alshrcom,double,%12.0g,ANUM,SCQ:B16g Hours per week - Travelling to and from a place of paid employment,0,,
alsothch,byte,%30.0g,AYESNO,SCQ:B17 Look after other peoples children on regular unpaid basis,1,,
afiprosp,byte,%30.0g,AFIPROSP,SCQ:C1 Prosperity given current needs and financial responsibilities,2,,
afiprbeg,byte,%30.0g,AYESNO,"SCQ:C2a Could not pay electricity, gas or telephone bills on time",2,,
afiprbmr,byte,%30.0g,AYESNO,SCQ:C2b Could not pay the mortgage or rent on time,2,,
afiprbps,byte,%30.0g,AYESNO,SCQ:C2c Pawned or sold something,2,,
afiprbwm,byte,%30.0g,AYESNO,SCQ:C2d Went without meals,2,,
afiprbuh,byte,%30.0g,AYESNO,SCQ:C2e Was unable to heat home,2,,
afiprbfh,byte,%30.0g,AYESNO,SCQ:C2f Asked for financial help from friends or family,2,,
afiprbwo,byte,%30.0g,AYESNO,SCQ:C2g Asked for help from welfare/community organisations,2,,
afiemerf,byte,%69.0g,AFIEMERF,"SCQ:C3a Difficulty in raising (waves 1-8) $2,000 (waves 9+) $3,000 for an emerge",2,,
afisav,byte,%30.0g,ANOYES,"SCQ:C3b How would obtain (waves 1-8) $2,000 (waves 9+) $3,000 - Use savings",1,,
afibrelh,byte,%30.0g,ANOYES,"SCQ:C3b How would obtain (waves 1-8) $2,000 (waves 9+) $3,000 - Borrow from a re",1,,
afibrelo,byte,%30.0g,ANOYES,"SCQ:C3b How would obtain (waves 1-8) $2,000 (waves 9+) $3,000 - Borrow from a re",1,,
afibfri,byte,%30.0g,ANOYES,"SCQ:C3b How would obtain (waves 1-8) $2,000 (waves 9+) $3,000 - Borrow from a fr",1,,
afibfin,byte,%30.0g,ANOYES,"SCQ:C3b How would obtain (waves 1-8) $2,000 (waves 9+) $3,000 - Borrow from a fi",1,,
afisass,byte,%30.0g,ANOYES,"SCQ:C3b How would obtain (waves 1-8) $2,000 (waves 9+) $3,000 - Sell an asset",1,,
afioth,byte,%30.0g,ANOYES,"SCQ:C3b How would obtain (waves 1-8) $2,000 (waves 9+) $3,000 - Use some other m",1,,
afina,byte,%30.0g,ANOYES,"SCQ:C3b How would obtain (waves 1-8) $2,000 (waves 9+) $3,000 - No Answer",1,,
afisave,byte,%53.0g,AFISAVE,SCQ:C4 Savings habits,2,,
afisavep,byte,%30.0g,AFISAVEP,SCQ:C5 Most important time period when planning savings and spending,2,,
afirisk,byte,%61.0g,AFIRISK,SCQ:C6 Financial risk prepared to take,1,,
afibhol,byte,%30.0g,AFIB,SCQ:C7a Alright to borrow for - Holiday,1,,
afiblvxp,byte,%30.0g,AFIB,SCQ:C7b Alright to borrow for - Living expenses,1,,
afibclth,byte,%30.0g,AFIB,SCQ:C7c Alright to borrow for - Clothes or jewellery,1,,
afibcar,byte,%30.0g,AFIB,SCQ:C7d Alright to borrow for - Car,1,,
afibeduc,byte,%30.0g,AFIB,SCQ:C7e Alright to borrow for - Education,1,,
aatwkhpj,byte,%30.0g,AAGREE,SCQ:D1a In order to be happy in life it is important to have a paying job,2,,
aatwkdnm,byte,%30.0g,AAGREE,SCQ:D1b I would enjoy having a job even if I didnt need the money,2,,
aatwkwms,byte,%30.0g,AAGREE,SCQ:D1c Many working mothers seem to care more about being successful at work th,2,,
aatwkwfs,byte,%30.0g,AAGREE,SCQ:D1d Many working fathers seem to care more about being successful at work th,2,,
aatwkseh,byte,%30.0g,AAGREE,"SCQ:D1e If both partners in a couple work, they should share equally in the hous",2,,
aatwkwrl,byte,%30.0g,AAGREE,"SCQ:D1f Whatever career a woman may have, her most important role in life is sti",2,,
aatwkmrl,byte,%30.0g,AAGREE,"SCQ:D1g Whatever career a man may have, his most important role in life is still",2,,
aatwkmsw,byte,%30.0g,AAGREE,SCQ:D1h Mothers who dont really need the money shouldnt work,2,,
aatwkcdw,byte,%30.0g,AAGREE,SCQ:D1i Children do just as well if the mother earns the money and the father ca,2,,
aatwkbmw,byte,%30.0g,AAGREE,SCQ:D1j It is better for everyone involved if the man earns the money and the wo,2,,
aatwkadc,byte,%30.0g,AAGREE,"SCQ:D1k As long as the care is good, it is fine for children under 3 years of ag",2,,
aatwkwmr,byte,%30.0g,AAGREE,SCQ:D1l A working mother can establish just as good a relationship with her chil,2,,
aatwkwfr,byte,%30.0g,AAGREE,SCQ:D1m A working father can establish just as good a relationship with his chil,2,,
aatwkfhi,byte,%30.0g,AAGREE,SCQ:D1n A father should be as heavily involved in the care of his children as th,2,,
ajomms,byte,%30.0g,AAGREE,SCQ:E1a My job is more stressful than I had ever imagined,2,,
ajompi,byte,%30.0g,AAGREE,SCQ:E1b I fear that the amount of stress in my job will make me physically ill,2,,
ajompf,byte,%30.0g,AAGREE,SCQ:E1c I get paid fairly for the things I do in my job,2,,
ajomsf,byte,%30.0g,AAGREE,SCQ:E1d I have a secure future in my job,2,,
ajomcsb,byte,%30.0g,AAGREE,SCQ:E1e The company I work for will still be in business 5 years from now,2,,
ajomwf,byte,%30.0g,AAGREE,SCQ:E1f I worry about the future of my job,2,,
ajomcd,byte,%30.0g,AAGREE,SCQ:E1g My job is complex and difficult,2,,
ajomns,byte,%30.0g,AAGREE,SCQ:E1h My job often requires me to learn new skills,2,,
ajomus,byte,%30.0g,AAGREE,SCQ:E1i I use many of my skills and abilities in my current job,2,,
ajomfd,byte,%30.0g,AAGREE,SCQ:E1j I have a lot of freedom to decide how I do my own work,2,,
ajomls,byte,%30.0g,AAGREE,SCQ:E1k I have a lot of say about what happens on my job,2,,
ajomfw,byte,%30.0g,AAGREE,SCQ:E1l I have a lot of freedom to decide when I do my work,2,,
ajowpmfl,byte,%30.0g,AAGREE,SCQ:E2a Male employees taking family leave seen as less committed to job,2,,
ajowpefl,byte,%30.0g,AAGREE,SCQ:E2b Employees taking family leave less likely to get ahead,2,,
ajowppt,byte,%30.0g,AAGREE,SCQ:E2c Part time seen as less committed to job,2,,
ajowppmt,byte,%30.0g,AYESNO,SCQ:E3a Personally entitled to use paid maternity leave in current job,1,,
ajowpumt,byte,%30.0g,AYESNO,SCQ:E3b Personally entitled to use unpaid maternity leave in current job,1,,
ajowppnt,byte,%30.0g,AYESNO,SCQ:E3c Personally entitled to use parental leave in current job,1,,
ajowpcar,byte,%30.0g,AYESNO,SCQ:E3d Personally entitled to use special leave for caring for family members i,1,,
ajowpppt,byte,%30.0g,AYESNO,SCQ:E3e Personally entitled to use permanent part-time work in current job,1,,
ajowphom,byte,%30.0g,AYESNO,SCQ:E3f Personally entitled to use home-based work in current job,1,,
ajowpflx,byte,%30.0g,AYESNO,SCQ:E3g Personally entitled to use flexible start and finish times in current jo,1,,
aparesp,byte,%30.0g,APARESP,SCQ:F1 Has parenting responsibilities for any children aged 17 years or less,1,,
apahard,byte,%30.0g,AAGREE,SCQ:F2a Being a parent is harder than I thought it would be,2,,
apatird,byte,%30.0g,AAGREE,"SCQ:F2b I often feel tired, worn out or exhausted from meeting the needs of my c",2,,
apatrap,byte,%30.0g,AAGREE,SCQ:F2c I feel trapped by my responsibilities as a parent,2,,
apawork,byte,%30.0g,AAGREE,SCQ:F2d I find that taking care of my children is much more work than pleasure,2,,
apashare,byte,%35.0g,APASHARE,SCQ:F3 Do fair share of looking after children,2,,
apawkmrp,byte,%30.0g,AAGREE,SCQ:F4a Work-family balance: Work makes me a more rounded person,2,,
apawklmv,byte,%30.0g,AAGREE,SCQ:F4b Work-family balance: Work gives my life more variety,2,,
apawkfc,byte,%30.0g,AAGREE,SCQ:F4c Work-family balance: Work makes me feel competent,2,,
apawktdw,byte,%30.0g,AAGREE,SCQ:F4d Work-family balance: Have to turn down work/opportunities,2,,
apawkle,byte,%30.0g,AAGREE,SCQ:F4e Work-family balance: Time working less enjoyable/more pressured,2,,
apawkmfh,byte,%30.0g,AAGREE,SCQ:F4f Work-family balance: Miss out on home/family activities,2,,
apawkfle,byte,%30.0g,AAGREE,SCQ:F4g Work-family balance: Family time less enjoyable/more pressured,2,,
apawkpec,byte,%30.0g,AAGREE,SCQ:F4h Work-family balance: My work has a positive effect on my children,2,,
apawkbac,byte,%30.0g,AAGREE,SCQ:F4i Work-family balance: Better appreciate time spent with children,2,,
apawkbp,byte,%30.0g,AAGREE,SCQ:F4j Work-family balance: Working makes me a better parent,2,,
apawkwc,byte,%30.0g,AAGREE,SCQ:F4k Work-family balance: Worry about children while at work,2,,
apawklte,byte,%30.0g,AAGREE,SCQ:F4l Work-family balance: Too little time or energy to be aspirational parent,2,,
apawkrap,byte,%30.0g,AAGREE,SCQ:F4m Work-family balance: Miss out on the rewarding aspects of being parent,2,,
afmfoccs,double,%30.0g,ANUM,"DV: ANU4 occupational status scale, Father at age 14 (derived if living with bot",0,,
afmmoccs,double,%30.0g,ANUM,"DV: ANU4 occupational status scale, Mother at age 14 (derived if living with bot",0,,
afmfo6s,double,%30.0g,ANUM,"DV: AUSEI06 occupational status scale, Father at age 14 (derived if living with",0,,
afmmo6s,double,%30.0g,ANUM,"DV: AUSEI06 occupational status scale, Mother at age 14 (derived if living with",0,,
afmf682,byte,%65.0g,AFMF68C,DV: ISCO-88 2-digit from ANZSCO 2006 B13abc Father's occupation (derived if livi,1,,
afmm682,byte,%65.0g,AFMF68C,DV: ISCO-88 2-digit from ANZSCO 2006 B16abc Mother's occupation (derived if livi,1,,
aedq100,byte,%30.0g,ANUM,DV: ASCED 100 Postgraduate - Number of qualifications obtained since leaving sch,0,,
aedq110,byte,%30.0g,ANUM,DV: ASCED 110 Doctoral degree - Number of qualifications obtained since leaving,0,,
aedq120,byte,%30.0g,ANUM,DV: ASCED 120 Master degree - Number of qualifications obtained since leaving sc,0,,
aedq200,byte,%30.0g,ANUM,DV: ASCED 200 Grad Dip and Grad Cert - Number of qualifications obtained since l,0,,
aedq211,byte,%30.0g,ANUM,DV: ASCED 211 Graduate diploma - Number of qualifications obtained since leaving,0,,
aedq221,byte,%30.0g,ANUM,DV: ASCED 221 Graduate certificate - Number of qualifications obtained since lea,0,,
aedq310,byte,%30.0g,ANUM,DV: ASCED 310 Bachelor degree - Number of qualifications obtained since leaving,0,,
aedq311,byte,%30.0g,ANUM,DV: ASCED 311 Bachelor (Honours) degree - Number of qualifications obtained sinc,0,,
aedq312,byte,%30.0g,ANUM,DV: ASCED 312 Bachelor (Pass) degree - Number of qualifications obtained since l,0,,
aedq400,byte,%30.0g,ANUM,DV: ASCED 400 Advanced diploma and diploma - Number of qualifications obtained s,0,,
aedq411,byte,%30.0g,ANUM,DV: ASCED 411 Advanced diploma - Number of qualifications obtained since leaving,0,,
aedq413,byte,%30.0g,ANUM,DV: ASCED 413 Associate degree - Number of qualifications obtained since leaving,0,,
aedq421,byte,%30.0g,ANUM,DV: ASCED 421 Diploma - Number of qualifications obtained since leaving school,0,,
aedq500,byte,%30.0g,ANUM,DV: ASCED 500 Certificate - dont know level - Number of qualifications obtained,0,,
aedq511,byte,%30.0g,ANUM,DV: ASCED 511 Certificate level IV - Number of qualifications obtained since lea,0,,
aedq514,byte,%30.0g,ANUM,DV: ASCED 514 Certificate level III - Number of qualifications obtained since le,0,,
aedq521,byte,%30.0g,ANUM,DV: ASCED 521 Certificate level II - Number of qualifications obtained since lea,0,,
aedq524,byte,%30.0g,ANUM,DV: ASCED 524 Certificate level I - Number of qualifications obtained since leav,0,,
aedq600,byte,%30.0g,ANUM,DV: ASCED 600 Secondary education - Number of qualifications obtained since leav,0,,
aedq611,byte,%30.0g,ANUM,DV: ASCED 611 Year 12 - Number of qualifications obtained since leaving school,0,,
aedqunk,byte,%30.0g,ANUM,DV: ASCED Unknown - not enough information - Number of qualifications obtained s,0,,
aedcq100,byte,%30.0g,AEDCSTDY,DV: ASCED 100 Postgraduate - Currently studying,1,-1,
aedcq110,byte,%30.0g,AEDCSTDY,DV: ASCED 110 Doctoral degree - Currently studying,1,-1,
aedcq120,byte,%30.0g,AEDCSTDY,DV: ASCED 120 Master degree - Currently studying,1,-1,
aedcq200,byte,%30.0g,AEDCSTDY,DV: ASCED 200 Grad Dip and Grad Cert - Currently studying,1,-1,
aedcq211,byte,%30.0g,AEDCSTDY,DV: ASCED 211 Graduate Diploma - Currently studying,1,-1,
aedcq221,byte,%30.0g,AEDCSTDY,DV: ASCED 221 Graduate certificate - Currently studying,1,-1,
aedcq310,byte,%30.0g,AEDCSTDY,DV: ASCED 310 Bachelor degree - Currently studying,1,-1,
aedcq311,byte,%30.0g,AEDCSTDY,DV: ASCED 311 Bachelor (Honours) Degree - Currently studying,1,-1,
aedcq312,byte,%30.0g,AEDCSTDY,DV: ASCED 312 Bachelor (Pass) Degree - Currently studying,1,-1,
